role,tier,champion,opponent,winrate
jungle,master_plus,Xin Zhao,Kindred,51.79
jungle,master_plus,Xin Zhao,Lee Sin,52.56
jungle,master_plus,Xin Zhao,Master Yi,28.57
jungle,master_plus,Xin Zhao,Nidalee,47.56
jungle,master_plus,Xin Zhao,Others,50.0
jungle,master_plus,Xin Zhao,Qiyana,50.0
jungle,master_plus,Xin Zhao,Rek'Sai,47.37
jungle,master_plus,Xin Zhao,Rengar,58.7
jungle,master_plus,Xin Zhao,Shaco,48.57
jungle,master_plus,Xin Zhao,Sylas,48.62
jungle,master_plus,Xin Zhao,Talon,57.14
jungle,master_plus,Xin Zhao,Trundle,54.55
jungle,master_plus,Xin Zhao,Viego,44.35
jungle,master_plus,Xin Zhao,Wukong,41.03
jungle,master_plus,Xin Zhao,Zed,52.73
jungle,master_plus,Zac,Graves,41.54
jungle,master_plus,Zac,Jarvan IV,53.13
jungle,master_plus,Zac,Lee Sin,52.54
jungle,master_plus,Zac,Others,50.0
jungle,master_plus,Zac,Qiyana,48.65
jungle,master_plus,Zac,Sylas,62.5
jungle,master_plus,Zac,Viego,51.16
jungle,master_plus,Zed,Diana,43.06
jungle,master_plus,Zed,Ekko,46.0
jungle,master_plus,Zed,Graves,52.86
jungle,master_plus,Zed,Hecarim,46.77
jungle,master_plus,Zed,Ivern,54.55
jungle,master_plus,Zed,Jarvan IV,48.21
jungle,master_plus,Zed,Karthus,37.14
jungle,master_plus,Zed,Kayn,51.43
jungle,master_plus,Zed,Kha'Zix,54.76
jungle,master_plus,Zed,Kindred,41.03
jungle,master_plus,Zed,Lee Sin,45.57
jungle,master_plus,Zed,Master Yi,46.34
jungle,master_plus,Zed,Naafiri,42.55
jungle,master_plus,Zed,Nidalee,55.22
jungle,master_plus,Zed,Others,50.0
jungle,master_plus,Zed,Qiyana,46.49
jungle,master_plus,Zed,Rek'Sai,40.54
jungle,master_plus,Zed,Rengar,40.68
jungle,master_plus,Zed,Shaco,35.29
jungle,master_plus,Zed,Sylas,52.34
jungle,master_plus,Zed,Talon,49.33
jungle,master_plus,Zed,Viego,41.41
jungle,master_plus,Zed,Wukong,51.16
jungle,master_plus,Zed,Xin Zhao,47.27
jungle,master_plus,Zyra,Graves,54.39
jungle,master_plus,Zyra,Jarvan IV,45.45
jungle,master_plus,Zyra,Lee Sin,45.45
jungle,master_plus,Zyra,Others,50.0
jungle,master_plus,Zyra,Viego,62.5
